"country","subregion","region","status","species","species_functional_group","marine_inland","scale","catch_avg_annuaL_tonnes","mu","lower95","upper95","lower50","upper50","n_targets","cost_caloric_adequacy","nutrient_adequacy","portion_adq33","usd_adq33"
"Turkey","Western Asia","Asia","Upper middle income","Oblada melanura","Miscellaneous coastal fishes","Marine","Small-scale",18.0655,4.26178126885641,3.80624532445854,4.69666171931018,4.09755797132922,4.40233839593215,3,70.9362274764189,27.7176176877953,119.057851117308,84.45514809711
"Brazil","South America","Americas","Upper middle income","Ocyurus chrysurus","Reef-associated fishes","Marine","Small-scale",14.45,3.55808723858446,3.05010920580438,4.04233978403518,3.40366415307569,3.7425475284154,4,35.0960026223925,21.208959847993,155.594617730029,54.6074911188325
"Mexico","North America","Americas","Upper middle income","Ocyurus chrysurus","Reef-associated fishes","Marine","Small-scale",1266.2566179,3.25500590957494,2.7901249824458,3.72886686222383,3.08976870372741,3.41913983116905,4,25.9197677083561,21.208959847993,155.594617730029,40.3297634823281
"Saint Lucia","Caribbean","Americas","Upper middle income","Mixed","Reef-associated fishes","Marine","Small-scale",37.119361426,4.0872651580913,3.66377603388406,4.48975569531759,3.9507414416801,4.23566180422767,5,59.5767357492552,30.8589355685442,106.938231640233,63.710307679228
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous demersal fishes","Inland","Small-scale",0.2041,3.10417405408641,2.94522029506292,3.27442897323146,3.05205570319488,3.16367147854563,4,22.290800374459,32.1681118677017,102.586064534094,22.8672548573086
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous demersal fishes","Marine","Small-scale",1258.07502855,3.06003713170482,2.89436165067286,3.2240051242406,3.00580857594381,3.11867980199443,4,21.328349105287,32.1681118677017,102.586064534094,21.8799139772066
"Peru","South America","Americas","Upper middle income","Odontesthes regia","Miscellaneous pelagic fishes","Marine","Small-scale",2231.3794674,2.3067488273228,1.74500100534815,2.82381357573369,2.13730913763531,2.51113837830125,4,10.0417241471396,39.986205084268,82.5284618294106,8.28728047978682
"Brazil","South America","Americas","Upper middle income","Mixed","Miscellaneous pelagic fishes","Marine","Small-scale",31,3.36635655854271,3.18578211096179,3.55213179885789,3.30243777057837,3.43120325250619,5,28.9727739164739,35.5478688713331,92.8325692869093,26.8961704203502
"Mexico","North America","Americas","Upper middle income","Oligoplites altus","Miscellaneous pelagic fishes","Marine","Small-scale",21.77733964525,2.95383718089988,2.43349442716729,3.50605006987372,2.76198745733933,3.12832106614527,4,19.1794075666569,33.7820763286553,97.6849370623441,18.7353922104192
"Mexico","North America","Americas","Upper middle income","Oligoplites saurus","Reef-associated fishes","Marine","Small-scale",1.420675,3.14390417664839,2.6331723974369,3.68945534230874,2.99475785785482,3.35888525171609,4,23.1942447470206,27.5268451947935,119.882971573661,27.8059498367962
"Peru","South America","Americas","Upper middle income","Ophichthus remiger","Miscellaneous coastal fishes","Marine","Small-scale",5374,2.65785434359713,2.12263298749901,3.20750356019581,2.46501559651701,2.83878013893112,3,14.2656470598351,26.1307822953416,126.287837949203,18.0157772413297
"Mexico","North America","Americas","Upper middle income","Ophichthus rex","Miscellaneous coastal fishes","Marine","Small-scale",13.48497500075,3.08106458783106,2.53451393753144,3.63280403378217,2.89554873256051,3.26792247339398,3,21.7815784609008,23.4524532392599,140.710226189716,30.6489083200239
"Mexico","North America","Americas","Upper middle income","Opisthonema berlangai","Herrings, sardines, anchovies","Marine","Small-scale",12.1249,1.9241088583538,1.37111194993095,2.49281242866219,1.74320532815956,2.12633710526587,4,6.84904247857513,34.787041379785,94.862910702077,6.49720105039805
"Mexico","North America","Americas","Upper middle income","Mixed","Herrings, sardines, anchovies","Marine","Small-scale",22.652,2.29358416224295,2.1270930887438,2.46154025332385,2.23970063785203,2.35396678223456,5,9.9103945636139,30.8589355685442,106.938231640233,10.5980006948985
"Brazil","South America","Americas","Upper middle income","Opisthonema oglinum","Herrings, sardines, anchovies","Marine","Small-scale",0.313975,2.14052168487419,1.60379833559808,2.6078869858388,1.97634990684204,2.32150458447776,4,8.5038728137201,27.643104075653,119.378778554269,10.1518194948276
"Mexico","North America","Americas","Upper middle income","Opisthonema oglinum","Herrings, sardines, anchovies","Marine","Small-scale",221.4308294,1.8296903076524,1.33241728334341,2.3037724453414,1.68329403007952,2.02070302193941,4,6.23195637044392,27.643104075653,119.378778554269,7.43963339507094
"Mexico","North America","Americas","Upper middle income","Opistognathus rhomaleus","Miscellaneous coastal fishes","Marine","Small-scale",1.559325,2.95567317032913,2.39221928609409,3.47637993020385,2.76403333841247,3.12938798112886,4,19.2146531015226,26.1575535698981,126.15858708582,24.2409348663227
"Malawi","Eastern Africa","Africa","Low income","Opsaridium microcephalum","Carps, barbels and other cyprinids","Inland","Small-scale",51.4,2.50886035236539,1.92677568017701,3.09543297775662,2.32816924310696,2.72055256466322,5,12.2909147638396,35.2755759574604,93.5491458446928,11.4980457780712
"Malawi","Eastern Africa","Africa","Low income","Opsaridium microlepis","Carps, barbels and other cyprinids","Inland","Small-scale",30.9455555555556,2.43984667648088,1.85231237465211,3.01770663717786,2.24349530412892,2.63978422473584,5,11.471281790661,33.3299411293587,99.010075871187,11.3577248043311
"Malawi","Eastern Africa","Africa","Low income","Opsaridium tweddleorum","Carps, barbels and other cyprinids","Inland","Small-scale",67.1172727272727,2.27374734704237,1.71772598298606,2.86309232502806,2.09309212459907,2.48529454694033,5,9.71574093508201,45.3234447634068,72.8099997082382,7.07403094648639
"Malawi","Eastern Africa","Africa","Low income","Mixed","Tilapias and other cichlids","Inland","Small-scale",160.594705882353,2.64951264901761,2.35771545989709,2.9569356261877,2.53295996910918,2.74243133189865,3,14.1471423413339,31.0896478327841,106.144656824325,15.0164356886577
"Zambia","Eastern Africa","Africa","Lower middle income","Mixed","Tilapias and other cichlids","Inland","Small-scale",1135,4.33478601880966,4.06121768873538,4.60102600162953,4.24475727640406,4.43194434586514,3,76.3086285314691,31.0896478327841,106.144656824325,80.997531882077
"Mexico","North America","Americas","Upper middle income","Oreochromis amphimelas","Tilapias and other cichlids","Inland","Small-scale",13858.35720895,3.05014229445295,2.56473803179166,3.53188722989282,2.85434153018105,3.19299103166564,3,21.1183492327029,31.6392201218027,104.300927371025,22.0266340951608
"Mexico","North America","Americas","Upper middle income","Oreochromis amphimelas","Tilapias and other cichlids","Marine","Small-scale",5903.34783925,3.05495265157811,2.56471649959403,3.5314494566381,2.86437382994225,3.20219969551731,3,21.2201807610539,31.6392201218027,104.300927371025,22.1328453235869
"Guinea","Western Africa","Africa","Low income","Oreochromis aureus","Tilapias and other cichlids","Inland","Small-scale",38.60733769,2.37652472855184,1.87596085241418,2.87410199340662,2.19515295221173,2.54141372208399,3,10.7674180661588,31.6366156153882,104.309514017513,11.2314414570441
"Senegal","Western Africa","Africa","Lower middle income","Oreochromis aureus","Tilapias and other cichlids","Inland","Small-scale",3.215,3.32015455936943,2.83463714065162,3.83144036035148,3.15748404687184,3.50235553730082,3,27.6646260552579,31.6366156153882,104.309514017513,28.8568369930017
"Uganda","Eastern Africa","Africa","Low income","Mixed","Tilapias and other cichlids","Inland","Small-scale",6371.5,2.08089766598271,1.64397333082415,2.54401358908626,1.9417433620681,2.24992039340076,5,8.011657479733,30.8589355685442,106.938231640233,8.56752483389893
"Malawi","Eastern Africa","Africa","Low income","Oreochromis karongae","Tilapias and other cichlids","Inland","Small-scale",1980.05285714286,2.41267336293191,1.80133885695045,2.95336433502089,2.22292649882868,2.60782513669319,3,11.163766086037,30.442072191269,108.402607393673,12.1018135205948
"Zambia","Eastern Africa","Africa","Lower middle income","Oreochromis macrochir","Tilapias and other cichlids","Inland","Small-scale",909.25,4.33608308131124,3.76074274597484,4.91241803181806,4.12673339227262,4.52484412513651,3,76.4076698095626,30.3318197673553,108.796637501837,83.1289755463103
"Congo DR","Middle Africa","Africa","Low income","Oreochromis niloticus","Tilapias and other cichlids","Inland","Small-scale",10718.195,4.04659387799933,3.67010526194937,4.42127524073601,3.90749741240356,4.16923509092994,3,57.2022868796108,30.9225100567507,106.718374218123,61.0453505735074
"Egypt","Northern Africa","Africa","Lower middle income","Oreochromis niloticus","Tilapias and other cichlids","Inland","Small-scale",27264.35,3.22368960527389,2.85942275886508,3.58789839832483,3.07136755620432,3.324466508866,3,25.1206346315047,30.9225100567507,106.718374218123,26.8083328720166
"Gambia","Western Africa","Africa","Low income","Oreochromis niloticus","Tilapias and other cichlids","Inland","Small-scale",119.25,2.85610213610631,2.51350280578006,3.22163941606562,2.70689431890219,2.9546506152079,3,17.3935967585065,30.9225100567507,106.718374218123,18.5621636787343
"Guinea","Western Africa","Africa","Low income","Oreochromis niloticus","Tilapias and other cichlids","Inland","Small-scale",101.3442614325,2.16914458877279,1.80806868651812,2.52788517178497,2.0432768854735,2.28619755105511,3,8.75079530967025,30.9225100567507,106.718374218123,9.33870648563587
"Senegal","Western Africa","Africa","Lower middle income","Oreochromis niloticus","Tilapias and other cichlids","Inland","Small-scale",417.4025,3.08920826960184,2.744371449617,3.44871270191843,2.96323589644419,3.20638681214532,3,21.9596849412729,30.9225100567507,106.718374218123,23.4350187527485
"Tanzania","Eastern Africa","Africa","Lower middle income","Oreochromis niloticus","Tilapias and other cichlids","Inland","Small-scale",20259.642,4.15946232320273,3.71884343438425,4.61373275170121,3.99425601391339,4.30659302551637,3,64.0370820886307,30.9225100567507,106.718374218123,68.3393329017116
"Zambia","Eastern Africa","Africa","Lower middle income","Oreochromis niloticus","Tilapias and other cichlids","Inland","Small-scale",14811.5,4.24621859486144,3.86397027123235,4.65047078873447,4.09977011108474,4.36560805206009,3,69.84081596854,30.9225100567507,106.718374218123,74.5329833422972
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Marine","Small-scale",9205.6,3.88130177692565,3.70197416276722,4.04956939207572,3.82151919530776,3.94116500711761,5,48.487293645376,30.8589355685442,106.938231640233,51.8514543945721
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",5950.4,3.89310031046438,3.71941963903448,4.06572588063441,3.83369326694057,3.95309855544753,5,49.0627607640417,30.8589355685442,106.938231640233,52.4668487549442
"Malawi","Eastern Africa","Africa","Low income","Oreochromis squamipinnis","Tilapias and other cichlids","Inland","Small-scale",30.9133333333333,2.43871678489948,1.83354136556536,3.00041983083878,2.23018890017474,2.63439862286916,3,11.4583278056153,30.9407634452071,106.655416109688,12.2209272002911
"Tanzania","Eastern Africa","Africa","Lower middle income","Oreochromis tanganicae","Tilapias and other cichlids","Inland","Small-scale",599.428,3.9154229757491,3.3612058972783,4.4926626970263,3.70703997156236,4.08794289388391,3,50.1702878388056,29.0398576098113,113.636920825847,57.0119702694831
"Zambia","Eastern Africa","Africa","Lower middle income","Oreochromis tanganicae","Tilapias and other cichlids","Inland","Small-scale",2597.1,3.99759177711805,3.48219308656316,4.5274479644356,3.83409066641147,4.18643608961249,3,54.4668237139153,29.0398576098113,113.636920825847,61.8944213401356
"Mexico","North America","Americas","Upper middle income","Orthopristis cantharinus","Miscellaneous coastal fishes","Marine","Small-scale",30.6565,2.88093439264799,2.37324082367124,3.40794706693635,2.70015936559808,3.05392975772143,4,17.8309264846517,27.499738865592,120.001139506419,21.3973149661339
"Mexico","North America","Americas","Upper middle income","Orthopristis chalceus","Miscellaneous coastal fishes","Marine","Small-scale",0.388333333333333,3.15557862133033,2.61249465126144,3.6641384700756,2.97347095558957,3.33330001241452,4,23.4666114457798,26.8941498493668,122.703265151834,28.7942984644657
"Mexico","North America","Americas","Upper middle income","Orthopristis chrysoptera","Miscellaneous coastal fishes","Marine","Small-scale",16.41023077,2.85501482995341,2.29046637042618,3.37207216613075,2.65088301173114,3.01425265293731,3,17.3746948716611,29.0977046625007,113.411007441176,19.7048164937812
"Egypt","Northern Africa","Africa","Lower middle income","Osteochilus vittatus","Carps, barbels and other cyprinids","Inland","Small-scale",1014.8,3.00386329550114,2.43163447804545,3.54657802102295,2.80157430102445,3.18181630150662,4,20.163283369672,38.5554649253865,85.5909792914244,17.2579516934072
"Brazil","South America","Americas","Upper middle income","Osteoglossum bicirrhosum","Miscellaneous freshwater fishes","Inland","Small-scale",296.316,3.30612554056424,2.82149868235208,3.79881890082012,3.15303778583906,3.48680687363764,4,27.2792281939456,28.6404073493633,115.221824876502,31.4316245372892
"Peru","South America","Americas","Upper middle income","Osteoglossum bicirrhosum","Miscellaneous freshwater fishes","Inland","Small-scale",260.244,2.56910027944256,2.08012080443924,3.05765685172244,2.40284327810453,2.7363398324626,4,13.0540741368729,28.6404073493633,115.221824876502,15.0411424412364
"Philippines","South-Eastern Asia","Asia","Lower middle income","Osteomugil cunnesius","Miscellaneous coastal fishes","Marine","Small-scale",1954.85333333333,2.83588558059998,2.33654868628084,3.31038192054177,2.69480195758666,3.02741248211981,4,17.0454887725552,36.2766896554897,90.9675064439243,15.5058560975725
"South Africa","Southern Africa","Africa","Upper middle income","Pachymetopon blochii","Miscellaneous coastal fishes","Marine","Small-scale",163.8,4.10951714600047,3.61642444827816,4.66449854548873,3.9536387311306,4.30453844414311,3,60.917296306944,27.4823427148713,120.077099475741,73.1477224844208
"Mexico","North America","Americas","Upper middle income","Pachyurus bonariensis","Miscellaneous coastal fishes","Inland","Small-scale",0.1005,3.29316951028965,2.76873757489518,3.85167115209921,3.0868417354996,3.44963443766699,4,26.928077359979,33.8038812137607,97.6219262850993,26.2877078303532
"Gambia","Western Africa","Africa","Low income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",174.56,3.01339795321254,2.90108620030893,3.12409393189362,2.97103638677908,3.04731015097044,2,20.3564528137924,28.0511900936139,117.642067555318,23.9477519710682
"Ghana","Western Africa","Africa","Lower middle income","Pagellus bellottii","Miscellaneous coastal fishes","Marine","Small-scale",2107.5305,3.15320218011358,2.75867561731109,3.53439258065707,3.01015970453201,3.27193802696788,3,23.410910634189,27.7487660865826,118.92420692521,27.8412398056788
"Mauritania","Western Africa","Africa","Lower middle income","Pagellus bellottii","Miscellaneous coastal fishes","Marine","Small-scale",1573.2,2.77706784689447,2.37385897466107,3.16374113197217,2.63657266067164,2.9097101759199,3,16.0718267348389,27.7487660865826,118.92420692521,19.113292482801
"Senegal","Western Africa","Africa","Lower middle income","Pagellus bellottii","Miscellaneous coastal fishes","Marine","Small-scale",2676.186,3.13407318612621,2.75837682011298,3.49692479487047,3.00602295293865,3.2596099737586,3,22.967339525782,27.7487660865826,118.92420692521,27.3137263828565
"Senegal","Western Africa","Africa","Lower middle income","Pagellus bogaraveo","Miscellaneous coastal fishes","Marine","Small-scale",651.166,3.33861974539818,2.87639996695458,3.80207101896033,3.18555398715357,3.50504225472717,2,28.1802039937194,29.4793035054463,111.94294327172,31.5457497705443
"Egypt","Northern Africa","Africa","Lower middle income","Pagellus erythrinus","Miscellaneous coastal fishes","Marine","Small-scale",332,3.35067539997017,2.88779141491378,3.847073817964,3.17615798351706,3.51236465996694,3,28.5219908916602,26.4434564482487,124.794578441675,35.5938982964205
"Gambia","Western Africa","Africa","Low income","Mixed","Miscellaneous demersal fishes","Marine","Small-scale",14.6,2.92787486049607,2.75518318482447,3.10297389342674,2.85978010992809,2.9783590458714,2,18.6878739283788,22.1060156952984,149.280632271598,27.8973763584029
"Guinea","Western Africa","Africa","Low income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",1586.172,2.31336591766087,2.18067573388334,2.43366583390144,2.26698581376665,2.35493555824507,3,10.1083914715682,26.0080311067759,126.883883922311,12.8259197011974
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",7.624,4.28444444156846,4.16387770043651,4.40515436642308,4.23814898939318,4.3218751228476,3,72.5622229649108,26.0080311067759,126.883883922311,92.0697667582457
"Senegal","Western Africa","Africa","Lower middle income","Pagrus africanus","Miscellaneous coastal fishes","Marine","Small-scale",265.834,3.10785667056069,2.62276891902287,3.58529437746123,2.95684990499207,3.29071031391016,3,22.37304017903,29.6123707637018,111.439912269539,24.9324963475399
"Mauritania","Western Africa","Africa","Lower middle income","Pagrus auriga","Miscellaneous coastal fishes","Marine","Small-scale",49,3.09776591143402,2.64879764665669,3.57537587431118,2.93596036568781,3.24372420042212,3,22.1484144477364,22.8360439215357,144.508392580552,32.0063177005025
"Senegal","Western Africa","Africa","Lower middle income","Pagrus auriga","Miscellaneous coastal fishes","Marine","Small-scale",88.522,3.45563232330623,3.02839522851939,3.90523736204648,3.298427321987,3.59779116880003,3,31.6783132863887,22.8360439215357,144.508392580552,45.7778213267916
"Mauritania","Western Africa","Africa","Lower middle income","Pagrus caeruleostictus","Miscellaneous coastal fishes","Marine","Small-scale",1728.5,3.21920211625229,2.83671693958882,3.62778104812634,3.09432850485855,3.36023852209626,3,25.0081586155729,28.4382869379011,116.040744901618,29.0196535436889
"Senegal","Western Africa","Africa","Lower middle income","Pagrus caeruleostictus","Miscellaneous coastal fishes","Marine","Small-scale",1002.642,3.58143261101719,3.21252327641287,3.95418827527667,3.46957244165028,3.72093913266876,3,35.9249705074589,28.4382869379011,116.040744901618,41.6876033825419
"Turkey","Western Asia","Asia","Upper middle income","Pagrus caeruleostictus","Miscellaneous coastal fishes","Marine","Small-scale",5.7078,4.62249197994318,4.2403869973604,4.98917476048922,4.47932276637898,4.73748749019295,3,101.747268621045,28.4382869379011,116.040744901618,118.068288424911
"Egypt","Northern Africa","Africa","Lower middle income","Pagrus pagrus","Miscellaneous coastal fishes","Marine","Small-scale",668.28,3.39116249260912,2.94772139903145,3.83872332820372,3.23554811773091,3.54699303124877,3,29.7004587735172,24.77380251912,133.205227475803,39.5625636706207
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Pagrus pagrus","Miscellaneous coastal fishes","Marine","Small-scale",0.016825,4.21621062300961,3.76209325894198,4.6884377369365,4.04305377803921,4.3658488650023,3,67.7761676123337,24.77380251912,133.205227475803,90.2813982423906
"Gambia","Western Africa","Africa","Low income","Papyrocranus afer","Miscellaneous freshwater fishes","Inland","Small-scale",95.0666666666667,3.11769864288991,2.62847317790164,3.60349511515008,2.94889543250747,3.2750165641816,4,22.5943221607701,29.2750808636465,112.723856011544,25.469191179291
"Senegal","Western Africa","Africa","Lower middle income","Papyrocranus afer","Miscellaneous freshwater fishes","Inland","Small-scale",2.785,3.37382510538512,2.85972810398413,3.83223594031707,3.21524790080147,3.54399386516974,4,29.1899684899696,29.2750808636465,112.723856011544,32.9040580504485
"Congo DR","Middle Africa","Africa","Low income","Parachanna obscura","Miscellaneous freshwater fishes","Inland","Small-scale",799.67,4.24113354025026,3.68435280603402,4.78546456515891,4.05233986168676,4.42828792302183,4,69.4865730408952,29.2052163134032,112.993513370607,78.5153201997407
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",10902.6,3.89032399553671,3.70968808867398,4.0573125427442,3.82766572314641,3.94775161276101,5,48.9267360001033,30.8589355685442,106.938231640233,52.3213862777957
"Gambia","Western Africa","Africa","Low income","Parachelon grandisquamis","Miscellaneous coastal fishes","Inland","Small-scale",443.35,2.96530630028338,2.44388745219249,3.48878415299114,2.76490083158033,3.12567938464623,4,19.4006447544674,37.7870991896941,87.3313927442207,16.9428532654349
"Egypt","Northern Africa","Africa","Lower middle income","Parailia pellucida","Freshwater catfishes","Inland","Small-scale",2062.6,2.84265024357219,2.30708209491102,3.41194572679702,2.67967785865902,3.0617361309147,5,17.1611866466599,38.5559445335298,85.5899146013708,14.6882449954581
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",1.33825,3.19666366105277,3.10426202300708,3.28141964945796,3.1631523692083,3.22496416587903,4,24.4508177471495,26.9294973451837,122.542205585957,29.9625713511597
"Mexico","North America","Americas","Upper middle income","Paralabrax auroguttatus","Miscellaneous coastal fishes","Marine","Small-scale",250.115737788889,3.1229363769401,2.58579760310989,3.64029337279125,2.94596183815364,3.30483279392921,3,22.7129756778156,26.7836626741083,123.209437042011,27.9845294681255
"Peru","South America","Americas","Upper middle income","Paralabrax humeralis","Miscellaneous coastal fishes","Marine","Small-scale",1691.8,2.80112472584644,2.25428061919743,3.34966859584899,2.62033326957271,2.99499596649059,3,16.4631528955634,27.2967514808777,120.893506405396,19.9028828003281
"Mexico","North America","Americas","Upper middle income","Paralabrax loro","Miscellaneous coastal fishes","Marine","Small-scale",0.6,3.09904029479452,2.58896758689879,3.6596859623838,2.92784220387275,3.28170491881146,4,22.1766580113113,28.0097130647821,117.816272961012,26.1277119362367
"Mexico","North America","Americas","Upper middle income","Paralabrax maculatofasciatus","Reef-associated fishes","Marine","Small-scale",18.247,3.14626088577063,2.60567680794268,3.6669098763714,2.97888073005443,3.3409344115345,4,23.2489712971497,21.7760384639758,151.542715423616,35.2321224117577
"Mexico","North America","Americas","Upper middle income","Paralabrax nebulifer","Reef-associated fishes","Marine","Small-scale",3488.22559375,2.88185342499075,2.33439368120467,3.39290820475459,2.70760901768126,3.07246218396503,3,17.8473212152824,21.2340634637659,155.410668600061,27.736641227871
"Mexico","North America","Americas","Upper middle income","Mixed","Flounders, halibuts, soles","Inland","Small-scale",0.9695933334,3.19006812956768,3.00817254179784,3.37689787820466,3.1274542995643,3.25248425480658,3,24.2900822595262,26.594121695828,124.087572349407,30.1409733975201
"Mexico","North America","Americas","Upper middle income","Mixed","Flounders, halibuts, soles","Marine","Small-scale",565.2020775376,3.15717365678135,2.97292118353377,3.34410713723522,3.09944479713579,3.22599473040836,3,23.5040713899787,26.594121695828,124.087572349407,29.1656315910961
"Brazil","South America","Americas","Upper middle income","Paralichthys brasiliensis","Flounders, halibuts, soles","Marine","Small-scale",12.5,3.66270478276865,3.13904614194418,4.22854786446904,3.46246776024013,3.83704194253928,3,38.9665966420219,28.4553697640322,115.971081288539,45.1899834670962
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Paralichthys dentatus","Flounders, halibuts, soles","Marine","Small-scale",0.001,4.29046004747785,3.73327353358685,4.85775186020283,4.09301142500258,4.46701937698039,2,73.0000442620642,28.546171953076,115.602190213964,84.389650024109
"Peru","South America","Americas","Upper middle income","Paralonchurus peruanus","Miscellaneous coastal fishes","Marine","Small-scale",2401.6,2.60097440975031,2.04749021403823,3.15104146453589,2.42607510222131,2.80002586091102,4,13.4768636264322,26.2841194136981,125.551096008192,16.920349990515
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",258.383736,3.16985440205111,3.08414614319132,3.25718254624584,3.13858553918501,3.19768384357664,4,23.8040182878705,27.6985748457902,119.139703698566,28.3600368565214
"Mexico","North America","Americas","Upper middle income","Paranthias colonus","Reef-associated fishes","Marine","Small-scale",28.3659660325,2.9912674241725,2.46387845991822,3.51947199080101,2.80959022523579,3.16982574605813,4,19.9109020648136,28.4175865422564,116.125273168183,23.1215894130142
"Senegal","Western Africa","Africa","Lower middle income","Parapristipoma octolineatum","Miscellaneous coastal fishes","Marine","Small-scale",110.002,3.01309655217089,2.47821228993929,3.53949827701542,2.84602520402186,3.20914626193266,3,20.3503182822335,26.8885623477705,122.728763156563,24.975693926209
"Mexico","North America","Americas","Upper middle income","Parapsettus panamensis","Reef-associated fishes","Marine","Small-scale",5.51025,3.02454881994714,2.49416048719111,3.55722339723961,2.84205046036821,3.19543750737673,4,20.5847152028399,25.7734886564306,128.038545498831,26.3563699407931
"Philippines","South-Eastern Asia","Asia","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",4126.8882196,3.07984783924943,2.90569530961844,3.25928681955607,3.01808963311098,3.13822766557076,4,21.7550918732295,30.0153076659891,109.943900516445,23.9183965663647
"Gambia","Western Africa","Africa","Low income","Pellonula leonensis","Miscellaneous freshwater fishes","Inland","Small-scale",18.05,2.03198081585886,1.5306568016605,2.55252644530212,1.85526747191771,2.20882068127855,4,7.62918340909228,50.2708605709779,65.6443904583789,5.0081309458504
"Senegal","Western Africa","Africa","Lower middle income","Pellonula leonensis","Miscellaneous freshwater fishes","Marine","Small-scale",1712.464,2.24827847451043,1.73018171790098,2.73350297886079,2.10739888158208,2.46274730427146,4,9.47141650837783,50.2708605709779,65.6443904583789,6.2174536346989
"Gambia","Western Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Inland","Small-scale",334.6,2.75021118599797,2.38619760242627,3.12782917259207,2.61379005006164,2.86648385316414,4,15.6459357378651,35.3611149749127,93.3228491901688,14.6012330130386
"Congo DR","Middle Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Small-scale",467.68,3.96326224770099,3.57588343963926,4.35510653165903,3.83643163897963,4.10218725496624,4,52.6287341761096,35.3611149749127,93.3228491901688,49.1146342258656
"Gambia","Western Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Small-scale",1287.78,2.74354323916022,2.38589324566262,3.12763590193239,2.60658667826474,2.85937371346695,4,15.5419565193446,35.3611149749127,93.3228491901688,14.5041966437496
"Guinea","Western Africa","Africa","Low income","Pentanemus quinquarius","Miscellaneous coastal fishes","Marine","Small-scale",15911.956,2.04153961985249,1.68084603682588,2.42028745200794,1.92521452089267,2.18210630020843,4,7.70245893318168,35.3611149749127,93.3228491901688,7.18815413414782
"Mexico","North America","Americas","Upper middle income","Peprilus snyderi","Miscellaneous pelagic fishes","Marine","Small-scale",235.314918775,3.00470205547033,2.46905943800045,3.53577615439276,2.81013903663086,3.17890606434721,4,20.1802026192127,28.1467943840076,117.242480794722,23.6597701801664
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Peprilus triacanthus","Miscellaneous pelagic fishes","Marine","Small-scale",10.8,3.99758535304285,3.42497381787256,4.5351923088532,3.82308330529929,4.19388132122878,4,54.4664738160678,37.1095856847101,88.9258109222079,48.4347535216703
"Mexico","North America","Americas","Upper middle income","Perissias taeniopterus","Flounders, halibuts, soles","Marine","Small-scale",0.717,2.79584997081278,2.26372178700518,3.32529812534239,2.59508414678189,2.96827638878014,4,16.3765424222865,30.657129964253,107.642170152519,17.628065659297
"Mexico","North America","Americas","Upper middle income","Petenia splendida","Tilapias and other cichlids","Inland","Small-scale",53.808699575125,3.329779969266,2.81948535638191,3.82334271067514,3.18673477995491,3.52566514430176,5,27.932195085652,31.9088205898276,103.419679543155,28.8873866469502
"Mexico","North America","Americas","Upper middle income","Petenia splendida","Tilapias and other cichlids","Marine","Small-scale",54.301876105,3.3297144234502,2.81944607540371,3.82327651309558,3.18669964649953,3.52561344732156,5,27.9303643071387,31.9088205898276,103.419679543155,28.8854932616785
"Peru","South America","Americas","Upper middle income","Piaractus brachypomus","Miscellaneous freshwater fishes","Inland","Small-scale",245.274,2.650454283476,2.1029367033317,3.18406933792964,2.46225151815727,2.83993852643047,3,14.1604700519814,28.2557852301285,116.790242179548,16.5380472674714
"Brazil","South America","Americas","Upper middle income","Piaractus mesopotamicus","Miscellaneous freshwater fishes","Inland","Small-scale",18.73815,3.55799295869329,3.02067190430772,4.09993049609712,3.39439628774326,3.76995011741606,3,35.0926939310586,30.1004797170536,109.632804228378,38.4731044359013
"Brazil","South America","Americas","Upper middle income","Mixed","Freshwater catfishes","Inland","Small-scale",3.026925,3.46105903238658,3.2407469254751,3.69292522966408,3.38072615057279,3.53887758639934,3,31.8506895716986,27.1674597493451,121.468846570374,38.6886652474525
"Gambia","Western Africa","Africa","Low income","Pisodonophis semicinctus","Miscellaneous coastal fishes","Inland","Small-scale",11.975,2.92106531413362,2.38405775866858,3.46365465036304,2.7365561996821,3.10478677049333,4,18.5610502802703,32.2744103899103,102.248188584466,18.9783376938283
