"country","subregion","region","status","species","species_functional_group","marine_inland","scale","catch_avg_annuaL_tonnes","calcium","iron","selenium","zinc","vitamin_a","omega_3","protein","ca_rni","fe_rni","se_rni","zn_rni","vita_rni","om_rni","nutrient_density","lmat"
"Senegal","Western Africa","Africa","Lower middle income","Dicentrarchus punctatus","Miscellaneous coastal fishes","Marine","Large-scale",52,34.6982035086507,1.10976692672285,7.64193246397686,0.917677583480667,18.5489679893776,0.719235759086856,19.2168456524168,3.46982035086507,3.77471743783283,29.3920479383725,18.728113948585,3.70979359787553,65.385069007896,124.459562281427,22.9
"Senegal","Western Africa","Africa","Lower middle income","Dicentrarchus punctatus","Miscellaneous coastal fishes","Marine","Small-scale",62.494,34.6982035086507,1.10976692672285,7.64193246397686,0.917677583480667,18.5489679893776,0.719235759086856,19.2168456524168,3.46982035086507,3.77471743783283,29.3920479383725,18.728113948585,3.70979359787553,65.385069007896,124.459562281427,22.9
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",113.376,27.3744405975991,0.745759255675146,16.7631243341375,0.648618470107699,14.6338573377815,0.755698643167509,19.1010003506356,2.73744405975991,2.53659610773859,64.473555131298,13.237111634851,2.9267714675563,68.6998766515917,154.611355052795, 
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Diodon holocanthus","Reef-associated fishes","Marine","Large-scale",30.2952771833333,33.8530627330889,0.856045362677612,19.149464460906,0.72536536281894,24.0922845904563,0.187520551787956,19.7810011408923,3.38530627330889,2.91171892067215,73.6517863881001,14.8033747514069,4.81845691809126,17.0473228898142,116.617966141393,17.8
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Diodon holocanthus","Reef-associated fishes","Marine","Small-scale",5.18233836172304,33.8530627330889,0.856045362677612,19.149464460906,0.72536536281894,24.0922845904563,0.187520551787956,19.7810011408923,3.38530627330889,2.91171892067215,73.6517863881001,14.8033747514069,4.81845691809126,17.0473228898142,116.617966141393,17.8
"Sierra Leone","Western Africa","Africa","Low income","Diodon holocanthus","Reef-associated fishes","Marine","Large-scale",282.95,33.8530627330889,0.856045362677612,19.149464460906,0.72536536281894,24.0922845904563,0.187520551787956,19.7810011408923,3.38530627330889,2.91171892067215,73.6517863881001,14.8033747514069,4.81845691809126,17.0473228898142,116.617966141393,17.8
"Peru","South America","Americas","Upper middle income","Diplectrum conceptione","Miscellaneous coastal fishes","Marine","Small-scale",815.2,139.872635280895,1.23137881388315,30.3466255797304,0.890331208259093,18.5990174356901,0.434818886387317,18.598772076865,13.9872635280895,4.18836331252773,100,18.1700246583488,3.71980348713802,39.5289896715743,179.594444657678,15.7
"Mexico","North America","Americas","Upper middle income","Diplectrum pacificum","Miscellaneous coastal fishes","Marine","Small-scale",233.5472880875,157.823707599312,0.766100100069194,68.436170562278,1.04439042070629,27.351905225748,0.278835757975344,17.9912846512958,15.7823707599312,2.60578265329658,100,21.3140902184957,5.4703810451496,25.3487052704858,170.521329947359,20.7
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",1.18333333333333,115.296442118686,0.954586705463429,35.2346842500411,1.27871048061058,67.4393295497082,0.338723852237077,18.3887902908862,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265, 
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",31.5678692,84.437877226385,1.06198100353166,29.5870168316071,1.09827895836806,27.2640260023095,0.380908808645308,19.0798365448873,8.4437877226385,3.6121802841213,100,22.4138562932257,5.4528052004619,34.6280735132098,174.550703013657,29.04
"Egypt","Northern Africa","Africa","Lower middle income","Diplodus annularis","Miscellaneous coastal fishes","Marine","Large-scale",236.5,147.399177510488,1.5720942686415,23.4866286715045,1.33591291506197,23.6750144165092,0.695429402019949,18.3869182667661,14.7399177510488,5.34725941714796,90.3331871980942,27.2635288788157,4.73500288330185,63.2208547290863,205.639750857495,13.8
"Egypt","Northern Africa","Africa","Lower middle income","Diplodus annularis","Miscellaneous coastal fishes","Marine","Small-scale",473,147.399177510488,1.5720942686415,23.4866286715045,1.33591291506197,23.6750144165092,0.695429402019949,18.3869182667661,14.7399177510488,5.34725941714796,90.3331871980942,27.2635288788157,4.73500288330185,63.2208547290863,205.639750857495,13.8
"Turkey","Western Asia","Asia","Upper middle income","Diplodus annularis","Miscellaneous coastal fishes","Marine","Large-scale",66.3977999999999,147.399177510488,1.5720942686415,23.4866286715045,1.33591291506197,23.6750144165092,0.695429402019949,18.3869182667661,14.7399177510488,5.34725941714796,90.3331871980942,27.2635288788157,4.73500288330185,63.2208547290863,205.639750857495,13.8
"Turkey","Western Asia","Asia","Upper middle income","Diplodus annularis","Miscellaneous coastal fishes","Marine","Small-scale",15.8222,147.399177510488,1.5720942686415,23.4866286715045,1.33591291506197,23.6750144165092,0.695429402019949,18.3869182667661,14.7399177510488,5.34725941714796,90.3331871980942,27.2635288788157,4.73500288330185,63.2208547290863,205.639750857495,13.8
"Senegal","Western Africa","Africa","Lower middle income","Diplodus bellottii","Miscellaneous coastal fishes","Marine","Large-scale",196,97.5371673904812,1.07438407253381,24.0215079557947,0.990678315242166,24.0296356854316,0.345150683563688,19.5045847824963,9.75371673904812,3.6543675936524,92.390415214595,20.2179248008605,4.80592713708632,31.3773348694262,162.199686354669,16.9
"Senegal","Western Africa","Africa","Lower middle income","Diplodus bellottii","Miscellaneous coastal fishes","Marine","Small-scale",840.548,97.5371673904812,1.07438407253381,24.0215079557947,0.990678315242166,24.0296356854316,0.345150683563688,19.5045847824963,9.75371673904812,3.6543675936524,92.390415214595,20.2179248008605,4.80592713708632,31.3773348694262,162.199686354669,16.9
"Egypt","Northern Africa","Africa","Lower middle income","Diplodus noct","Reef-associated fishes","Marine","Small-scale",20,56.9423219578003,0.690990645189078,32.0804876135113,1.4515233390241,61.0302022252232,0.125413250147246,19.4694943194842,5.69423219578003,2.35030831696965,100,29.6229252862061,12.2060404450446,11.4012045588405,161.274710802841,15.7
"Turkey","Western Asia","Asia","Upper middle income","Diplodus puntazzo","Miscellaneous coastal fishes","Marine","Large-scale",2.7338,92.0560789997566,1.47860245286983,31.1104228297996,1.1386281022479,10.9788385630961,0.57688195085654,18.4515961608643,9.20560789997566,5.02926004377493,100,23.2373082091407,2.19576771261922,52.4438137142309,192.111757579741,34.1
"Turkey","Western Asia","Asia","Upper middle income","Diplodus puntazzo","Miscellaneous coastal fishes","Marine","Small-scale",0.3662,92.0560789997566,1.47860245286983,31.1104228297996,1.1386281022479,10.9788385630961,0.57688195085654,18.4515961608643,9.20560789997566,5.02926004377493,100,23.2373082091407,2.19576771261922,52.4438137142309,192.111757579741,34.1
"Egypt","Northern Africa","Africa","Lower middle income","Diplodus sargus","Miscellaneous coastal fishes","Marine","Large-scale",184.6,83.7005514315441,1.23232632610831,26.484631478614,1.03123954879068,22.516310513947,0.661649140995096,18.4521898031228,8.37005514315441,4.19158614322555,100,21.0457050773609,4.5032621027894,60.1499219086451,198.260530375175,31.8
"Egypt","Northern Africa","Africa","Lower middle income","Diplodus sargus","Miscellaneous coastal fishes","Marine","Small-scale",375.06,83.7005514315441,1.23232632610831,26.484631478614,1.03123954879068,22.516310513947,0.661649140995096,18.4521898031228,8.37005514315441,4.19158614322555,100,21.0457050773609,4.5032621027894,60.1499219086451,198.260530375175,31.8
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",52.5,72.7479059167765,1.00248723138013,34.7463018188612,0.84749552214091,23.5504516123581,0.428775890795908,19.3708268552768,7.27479059167765,3.40982051489839,100,17.2958269824676,4.71009032247161,38.9796264359916,171.670154847507,29.04
"Turkey","Western Asia","Asia","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",111.5521308,72.7479059167765,1.00248723138013,34.7463018188612,0.84749552214091,23.5504516123581,0.428775890795908,19.3708268552768,7.27479059167765,3.40982051489839,100,17.2958269824676,4.71009032247161,38.9796264359916,171.670154847507,29.04
"Malawi","Eastern Africa","Africa","Low income","Diplotaxodon argenteus","Tilapias and other cichlids","Inland","Small-scale",1928.772,202.749315000742,1.66483778981519,46.2148594334276,1.93497631767016,110.476167749391,0.434174434992176,18.2089949055848,20.2749315000742,5.66271357079997,100,39.4893126055135,22.0952335498782,39.4704031811069,226.992594407373,13.1
"Congo DR","Middle Africa","Africa","Low income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",799.67,115.296442118686,0.954586705463429,35.2346842500411,1.27871048061058,67.4393295497082,0.338723852237077,18.3887902908862,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265, 
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",12.114,115.296442118686,0.954586705463429,35.2346842500411,1.27871048061058,67.4393295497082,0.338723852237077,18.3887902908862,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265, 
"Zambia","Eastern Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",16.3,115.296442118686,0.954586705463429,35.2346842500411,1.27871048061058,67.4393295497082,0.338723852237077,18.3887902908862,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265, 
"Mexico","North America","Americas","Upper middle income","Dormitator latifrons","Miscellaneous freshwater fishes","Inland","Small-scale",0.787,124.659803404267,2.09291611884202,36.4854207615978,1.36840990424669,4.61626571366958,0.601226512210282,17.6924489049024,12.4659803404267,7.11876230898646,100,27.9267327397283,0.923253142733915,54.6569556554801,203.091684187356,23.5
"Mexico","North America","Americas","Upper middle income","Dormitator latifrons","Miscellaneous freshwater fishes","Marine","Small-scale",515.1014277525,124.659803404267,2.09291611884202,36.4854207615978,1.36840990424669,4.61626571366958,0.601226512210282,17.6924489049024,12.4659803404267,7.11876230898646,100,27.9267327397283,0.923253142733915,54.6569556554801,203.091684187356,23.5
"Mexico","North America","Americas","Upper middle income","Dormitator maculatus","Miscellaneous freshwater fishes","Inland","Small-scale",9.094,97.3716906718439,0.884319265422264,73.501480397947,1.39891240553474,14.0881868395063,0.395186127630452,17.0372253602998,9.73716906718439,3.00788865789886,100,28.5492327660152,2.81763736790126,35.9260116027684,180.037939461768,39.1
"Congo","Middle Africa","Africa","Lower middle income","Drepane africana","Miscellaneous coastal fishes","Marine","Large-scale",50.9,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Gambia","Western Africa","Africa","Low income","Drepane africana","Miscellaneous coastal fishes","Inland","Small-scale",31.75,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Gambia","Western Africa","Africa","Low income","Drepane africana","Miscellaneous coastal fishes","Marine","Large-scale",115.12,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Gambia","Western Africa","Africa","Low income","Drepane africana","Miscellaneous coastal fishes","Marine","Small-scale",374.64,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Guinea","Western Africa","Africa","Low income","Drepane africana","Miscellaneous coastal fishes","Marine","Large-scale",649.4,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Guinea","Western Africa","Africa","Low income","Drepane africana","Miscellaneous coastal fishes","Marine","Small-scale",63.5025,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Guinea Bissau","Western Africa","Africa","Low income","Drepane africana","Miscellaneous coastal fishes","Marine","Small-scale",5.374,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Senegal","Western Africa","Africa","Lower middle income","Drepane africana","Miscellaneous coastal fishes","Marine","Large-scale",113,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Senegal","Western Africa","Africa","Lower middle income","Drepane africana","Miscellaneous coastal fishes","Marine","Small-scale",1258.49,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Sierra Leone","Western Africa","Africa","Low income","Drepane africana","Miscellaneous coastal fishes","Marine","Large-scale",493.61,102.398349246551,0.750776092527831,44.1544873210585,1.48083906578759,34.5037149386705,0.385166609669677,16.6215995206057,10.2398349246551,2.55366017866609,100,30.2212054242366,6.90074298773409,35.015146333607,184.930589848899,30.2
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Drepane punctata","Reef-associated fishes","Marine","Large-scale",195.6194499,30.9727776127646,0.915289240712443,15.0676392172641,1.02931656837708,43.7126255962673,0.35051622821317,18.4758442635393,3.09727776127646,3.11322870990627,57.952458527939,21.0064605791242,8.74252511925346,31.8651116557428,125.777062353242,26.3
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Drepane punctata","Reef-associated fishes","Marine","Small-scale",32.1261887151247,30.9727776127646,0.915289240712443,15.0676392172641,1.02931656837708,43.7126255962673,0.35051622821317,18.4758442635393,3.09727776127646,3.11322870990627,57.952458527939,21.0064605791242,8.74252511925346,31.8651116557428,125.777062353242,26.3
"Guinea","Western Africa","Africa","Low income","Mixed","Miscellaneous coastal fishes","Marine","Large-scale",818.95,59.7802973941763,0.762710676893159,30.1084966883623,1.26693335273361,49.9464538543148,0.3269145776229,17.678027701639,5.97802973941763,2.59425400303796,100,25.8557827088492,9.98929077086295,29.7195070566272,174.136864278795,28.5
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Dussumieria acuta","Herrings, sardines, anchovies","Marine","Large-scale",3614.63764619515,313.19981263157,1.96679078633571,90.0512467303871,1.85313389273965,6.25333432916859,0.784148757533917,19.8073561894886,31.319981263157,6.68976457937316,100,37.8190590355031,1.25066686583372,71.2862506849015,248.365722428768,15.2
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Dussumieria acuta","Herrings, sardines, anchovies","Marine","Small-scale",3565.79776884683,313.19981263157,1.96679078633571,90.0512467303871,1.85313389273965,6.25333432916859,0.784148757533917,19.8073561894886,31.319981263157,6.68976457937316,100,37.8190590355031,1.25066686583372,71.2862506849015,248.365722428768,15.2
"Philippines","South-Eastern Asia","Asia","Lower middle income","Dussumieria acuta","Herrings, sardines, anchovies","Marine","Large-scale",1162.52,313.19981263157,1.96679078633571,90.0512467303871,1.85313389273965,6.25333432916859,0.784148757533917,19.8073561894886,31.319981263157,6.68976457937316,100,37.8190590355031,1.25066686583372,71.2862506849015,248.365722428768,15.2
"Philippines","South-Eastern Asia","Asia","Lower middle income","Dussumieria acuta","Herrings, sardines, anchovies","Marine","Small-scale",5592.86,313.19981263157,1.96679078633571,90.0512467303871,1.85313389273965,6.25333432916859,0.784148757533917,19.8073561894886,31.319981263157,6.68976457937316,100,37.8190590355031,1.25066686583372,71.2862506849015,248.365722428768,15.2
"Mexico","North America","Americas","Upper middle income","Echinorhinus cookei","Sharks, rays, chimaeras","Marine","Small-scale",22.5089343023333,11.8331564198231,0.50462863241813,32.4683027191673,0.396511015011816,18.4632872461348,0.261222245909562,20.0312618574813,1.18331564198231,1.71642391978956,100,8.09206153085338,3.69265744922696,23.7474769008693,138.431935442721,182.3
"India","Southern Asia","Asia","Lower middle income","Elagatis bipinnulata","Reef-associated fishes","Marine","Small-scale",57.1726666666667,16.2691983950696,0.861381413087112,29.1958683276565,0.475896256240486,26.4325940438275,0.218764468453501,20.9443404684763,1.62691983950696,2.92986875199698,100,9.7121684947038,5.2865188087655,19.8876789503183,139.443154845292,54.6
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Elagatis bipinnulata","Reef-associated fishes","Marine","Large-scale",1771.39756275842,16.2691983950696,0.861381413087112,29.1958683276565,0.475896256240486,26.4325940438275,0.218764468453501,20.9443404684763,1.62691983950696,2.92986875199698,100,9.7121684947038,5.2865188087655,19.8876789503183,139.443154845292,54.6
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Elagatis bipinnulata","Reef-associated fishes","Marine","Small-scale",605.626983901378,16.2691983950696,0.861381413087112,29.1958683276565,0.475896256240486,26.4325940438275,0.218764468453501,20.9443404684763,1.62691983950696,2.92986875199698,100,9.7121684947038,5.2865188087655,19.8876789503183,139.443154845292,54.6
"Maldives","Southern Asia","Asia","Upper middle income","Elagatis bipinnulata","Reef-associated fishes","Marine","Small-scale",24.1,16.2691983950696,0.861381413087112,29.1958683276565,0.475896256240486,26.4325940438275,0.218764468453501,20.9443404684763,1.62691983950696,2.92986875199698,100,9.7121684947038,5.2865188087655,19.8876789503183,139.443154845292,54.6
"Mexico","North America","Americas","Upper middle income","Elagatis bipinnulata","Reef-associated fishes","Marine","Small-scale",4.07,16.2691983950696,0.861381413087112,29.1958683276565,0.475896256240486,26.4325940438275,0.218764468453501,20.9443404684763,1.62691983950696,2.92986875199698,100,9.7121684947038,5.2865188087655,19.8876789503183,139.443154845292,54.6
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Elagatis bipinnulata","Reef-associated fishes","Marine","Small-scale",1.02,16.2691983950696,0.861381413087112,29.1958683276565,0.475896256240486,26.4325940438275,0.218764468453501,20.9443404684763,1.62691983950696,2.92986875199698,100,9.7121684947038,5.2865188087655,19.8876789503183,139.443154845292,54.6
"Gambia","Western Africa","Africa","Low income","Mixed","Sharks, rays, chimaeras","Marine","Large-scale",53.28,25.8144890912016,0.564675006039522,26.6442433784688,0.554073172379654,35.015386305018,0.354226985680986,18.8099632853408,2.58144890912016,1.92066328584871,100,11.3076157628501,7.00307726100359,32.202453243726,155.015258462549, 
"Guinea Bissau","Western Africa","Africa","Low income","Mixed","Sharks, rays, chimaeras","Marine","Small-scale",3.7905,25.8144890912016,0.564675006039522,26.6442433784688,0.554073172379654,35.015386305018,0.354226985680986,18.8099632853408,2.58144890912016,1.92066328584871,100,11.3076157628501,7.00307726100359,32.202453243726,155.015258462549, 
"India","Southern Asia","Asia","Lower middle income","Mixed","Sharks, rays, chimaeras","Marine","Small-scale",6049.988,25.8144890912016,0.564675006039522,26.6442433784688,0.554073172379654,35.015386305018,0.354226985680986,18.8099632853408,2.58144890912016,1.92066328584871,100,11.3076157628501,7.00307726100359,32.202453243726,155.015258462549, 
"Mexico","North America","Americas","Upper middle income","Mixed","Sharks, rays, chimaeras","Inland","Small-scale",35.4326472975,25.8144890912016,0.564675006039522,26.6442433784688,0.554073172379654,35.015386305018,0.354226985680986,18.8099632853408,2.58144890912016,1.92066328584871,100,11.3076157628501,7.00307726100359,32.202453243726,155.015258462549, 
"Mexico","North America","Americas","Upper middle income","Mixed","Sharks, rays, chimaeras","Marine","Small-scale",7533.171005975,25.8144890912016,0.564675006039522,26.6442433784688,0.554073172379654,35.015386305018,0.354226985680986,18.8099632853408,2.58144890912016,1.92066328584871,100,11.3076157628501,7.00307726100359,32.202453243726,155.015258462549, 
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Sharks, rays, chimaeras","Marine","Large-scale",43.381,25.8144890912016,0.564675006039522,26.6442433784688,0.554073172379654,35.015386305018,0.354226985680986,18.8099632853408,2.58144890912016,1.92066328584871,100,11.3076157628501,7.00307726100359,32.202453243726,155.015258462549, 
"Thailand","South-Eastern Asia","Asia","Upper middle income","Eleutheronema rhadinum","Miscellaneous coastal fishes","Marine","Large-scale",390.6,29.15350612224,0.446790610737974,16.0039138047324,0.893524165910646,11.31949130639,0.966014363280316,19.1617233847769,2.915350612224,1.51969595489107,61.553514633586,18.2351870594009,2.263898261278,87.8194875709378,174.307134092318,41
"Thailand","South-Eastern Asia","Asia","Upper middle income","Eleutheronema rhadinum","Miscellaneous coastal fishes","Marine","Small-scale",334.2,29.15350612224,0.446790610737974,16.0039138047324,0.893524165910646,11.31949130639,0.966014363280316,19.1617233847769,2.915350612224,1.51969595489107,61.553514633586,18.2351870594009,2.263898261278,87.8194875709378,174.307134092318,41
"Bangladesh","Southern Asia","Asia","Lower middle income","Eleutheronema tetradactylum","Miscellaneous coastal fishes","Marine","Small-scale",1027.4,46.694173527695,0.796193448774283,68.1807870621693,1.24930657304949,12.9408545333499,0.338085518093937,19.0678957246959,4.6694173527695,2.70814098222545,100,25.4960525112141,2.58817090666997,30.7350470994488,166.196828852328,98.8
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Eleutheronema tetradactylum","Miscellaneous coastal fishes","Marine","Large-scale",794.520831833333,46.694173527695,0.796193448774283,68.1807870621693,1.24930657304949,12.9408545333499,0.338085518093937,19.0678957246959,4.6694173527695,2.70814098222545,100,25.4960525112141,2.58817090666997,30.7350470994488,166.196828852328,98.8
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Eleutheronema tetradactylum","Miscellaneous coastal fishes","Marine","Small-scale",133.198814551006,46.694173527695,0.796193448774283,68.1807870621693,1.24930657304949,12.9408545333499,0.338085518093937,19.0678957246959,4.6694173527695,2.70814098222545,100,25.4960525112141,2.58817090666997,30.7350470994488,166.196828852328,98.8
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Ellochelon vaigiensis","Reef-associated fishes","Marine","Large-scale",21777.985235,45.0832619395755,0.804649074674308,40.4297654801947,1.71995501810196,47.6303901696902,0.300956279903263,17.958019430545,4.50832619395755,2.73690161453846,100,35.1011228184073,9.52607803393803,27.3596618093876,179.232090470229,35.6
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Ellochelon vaigiensis","Reef-associated fishes","Marine","Small-scale",3612.99071611377,45.0832619395755,0.804649074674308,40.4297654801947,1.71995501810196,47.6303901696902,0.300956279903263,17.958019430545,4.50832619395755,2.73690161453846,100,35.1011228184073,9.52607803393803,27.3596618093876,179.232090470229,35.6
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous coastal fishes","Inland","Small-scale",7.35,99.0664818981057,1.35546838118009,49.8325503184539,1.07670559839197,20.6759905761604,0.427442459600871,16.1911230288495,9.90664818981057,4.61043667068058,100,21.9735836406524,4.13519811523208,38.858405418261,179.484272034637,48.35
"Mexico","North America","Americas","Upper middle income","Elops affinis","Miscellaneous coastal fishes","Marine","Small-scale",25.3202935,115.731765406501,1.97925081482849,34.9797549754901,1.0180337122988,7.43246002985462,0.654559642063296,16.6106057035474,11.5731765406501,6.73214562866833,100,20.7761982101797,1.48649200597092,59.5054220057542,200.073434391223,49.3
"Gambia","Western Africa","Africa","Low income","Elops lacerta","Miscellaneous coastal fishes","Inland","Small-scale",512.2,183.0784905726,1.47363037885773,79.855823402635,1.25678990829337,8.48214966895036,0.443325096082442,16.1529651572142,18.30784905726,5.01234822740723,100,25.6487736386401,1.69642993379007,40.3022814620401,190.967682319138,22.1
"Gambia","Western Africa","Africa","Low income","Elops lacerta","Miscellaneous coastal fishes","Marine","Large-scale",147.9,183.0784905726,1.47363037885773,79.855823402635,1.25678990829337,8.48214966895036,0.443325096082442,16.1529651572142,18.30784905726,5.01234822740723,100,25.6487736386401,1.69642993379007,40.3022814620401,190.967682319138,22.1
"Gambia","Western Africa","Africa","Low income","Elops lacerta","Miscellaneous coastal fishes","Marine","Small-scale",764.34,183.0784905726,1.47363037885773,79.855823402635,1.25678990829337,8.48214966895036,0.443325096082442,16.1529651572142,18.30784905726,5.01234822740723,100,25.6487736386401,1.69642993379007,40.3022814620401,190.967682319138,22.1
"Guinea","Western Africa","Africa","Low income","Elops lacerta","Miscellaneous coastal fishes","Marine","Small-scale",7.2,183.0784905726,1.47363037885773,79.855823402635,1.25678990829337,8.48214966895036,0.443325096082442,16.1529651572142,18.30784905726,5.01234822740723,100,25.6487736386401,1.69642993379007,40.3022814620401,190.967682319138,22.1
"Guinea Bissau","Western Africa","Africa","Low income","Elops lacerta","Miscellaneous coastal fishes","Marine","Small-scale",2.609,183.0784905726,1.47363037885773,79.855823402635,1.25678990829337,8.48214966895036,0.443325096082442,16.1529651572142,18.30784905726,5.01234822740723,100,25.6487736386401,1.69642993379007,40.3022814620401,190.967682319138,22.1
"Senegal","Western Africa","Africa","Lower middle income","Elops lacerta","Miscellaneous coastal fishes","Inland","Small-scale",6.1825,183.0784905726,1.47363037885773,79.855823402635,1.25678990829337,8.48214966895036,0.443325096082442,16.1529651572142,18.30784905726,5.01234822740723,100,25.6487736386401,1.69642993379007,40.3022814620401,190.967682319138,22.1
"Ghana","Western Africa","Africa","Lower middle income","Elops saurus","Reef-associated fishes","Marine","Small-scale",19.401,30.9407789742997,1.16119062379727,26.1428743615497,0.895796479976193,33.2906111458442,0.299901008904247,16.5310852614778,3.09407789742997,3.94962797209957,100,18.2815608158407,6.65812222916883,27.2637280822042,159.247116996743,53.5
"Mexico","North America","Americas","Upper middle income","Elops saurus","Reef-associated fishes","Inland","Small-scale",12.329425,30.9407789742997,1.16119062379727,26.1428743615497,0.895796479976193,33.2906111458442,0.299901008904247,16.5310852614778,3.09407789742997,3.94962797209957,100,18.2815608158407,6.65812222916883,27.2637280822042,159.247116996743,53.5
"Mexico","North America","Americas","Upper middle income","Elops saurus","Reef-associated fishes","Marine","Small-scale",694.0772395525,30.9407789742997,1.16119062379727,26.1428743615497,0.895796479976193,33.2906111458442,0.299901008904247,16.5310852614778,3.09407789742997,3.94962797209957,100,18.2815608158407,6.65812222916883,27.2637280822042,159.247116996743,53.5
"Senegal","Western Africa","Africa","Lower middle income","Elops senegalensis","Miscellaneous coastal fishes","Inland","Small-scale",0.02,135.374912188722,1.09627997363428,64.0633856262544,1.29958266127884,19.1614665390448,0.435573221561564,15.7578839029798,13.5374912188722,3.72884344773566,100,26.5220951281395,3.83229330780897,39.5975655965058,187.218288699062,48.8
"Senegal","Western Africa","Africa","Lower middle income","Elops senegalensis","Miscellaneous coastal fishes","Marine","Large-scale",6.4,135.374912188722,1.09627997363428,64.0633856262544,1.29958266127884,19.1614665390448,0.435573221561564,15.7578839029798,13.5374912188722,3.72884344773566,100,26.5220951281395,3.83229330780897,39.5975655965058,187.218288699062,48.8
"Senegal","Western Africa","Africa","Lower middle income","Elops senegalensis","Miscellaneous coastal fishes","Marine","Small-scale",59.464,135.374912188722,1.09627997363428,64.0633856262544,1.29958266127884,19.1614665390448,0.435573221561564,15.7578839029798,13.5374912188722,3.72884344773566,100,26.5220951281395,3.83229330780897,39.5975655965058,187.218288699062,48.8
"Indonesia","South-Eastern Asia","Asia","Lower middle income","Encrasicholina devisi","Herrings, sardines, anchovies","Marine","Large-scale",2277.1617382766,331.765153929743,1.72036752869105,38.1307257266888,2.36625031117026,43.0443916057031,0.502260822447055,18.6686674695756,33.1765153929743,5.85159023364303,100,48.2908226769441,8.60887832114062,45.6600747679141,241.587881392616,6.9
